,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtHeight,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice
1091,24.0,2160,Reg,Inside,Somerst,Norm,2Story,7,5,1999,2000,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,No,BLQ,510,90,600,Ex,624,628,1252,1,0,2,1,2,1,Gd,4,0,NF,Detchd,1999.0,Unf,2,462,TA,Y,0,48,NF,3,2008,160000
1092,60.0,8400,Reg,Inside,SWISU,Norm,1.5Fin,6,5,1925,1950,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Rec,423,758,1181,Fa,1390,304,1694,0,0,2,0,4,1,TA,7,1,Gd,Detchd,1925.0,Unf,2,576,TA,Y,342,0,NF,6,2008,136500
1093,71.0,9230,Reg,Corner,NAmes,Feedr,1Story,5,8,1965,1998,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,Mn,GLQ,661,203,864,Gd,1200,0,1200,1,0,1,1,1,1,Gd,6,0,NF,Detchd,1977.0,Unf,2,884,TA,Y,0,64,MnPrv,10,2006,146000
1094,74.0,5868,Reg,Inside,NAmes,Norm,1Story,5,7,1956,2000,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,248,448,936,Ex,936,0,936,1,0,1,0,2,1,TA,4,0,NF,Attchd,1956.0,Fin,1,308,TA,Y,0,0,NF,5,2010,129000
1095,78.0,9317,IR1,Inside,CollgCr,Norm,1Story,6,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,24,1290,1314,Gd,1314,0,1314,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2,440,TA,Y,0,22,NF,3,2007,176432
1096,60.0,6882,Reg,Inside,IDOTRR,Norm,2Story,6,7,1914,2006,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,0,684,684,TA,773,582,1355,0,0,1,1,3,1,Gd,7,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,136,0,NF,3,2007,127000
1097,0.0,3696,Reg,Inside,StoneBr,Norm,1Story,8,5,1986,1986,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,No,Unf,0,1074,1074,Ex,1088,0,1088,0,0,1,1,2,1,Gd,5,0,NF,Attchd,1987.0,RFn,2,461,TA,Y,0,74,NF,10,2007,170000
1098,50.0,6000,Reg,Inside,BrkSide,Norm,1.5Fin,4,6,1936,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,BLQ,672,0,672,TA,757,567,1324,0,0,1,0,3,1,TA,6,0,NF,Detchd,1936.0,Unf,1,240,TA,Y,0,0,NF,7,2009,128000
1099,82.0,11880,IR1,Inside,NWAmes,RRAn,1Story,7,5,1978,1978,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,No,ALQ,704,567,1271,TA,1601,0,1601,0,0,2,0,3,1,TA,7,1,TA,Attchd,1978.0,RFn,2,478,TA,Y,0,0,NF,4,2009,157000
1100,60.0,8400,Reg,Inside,SWISU,Norm,1Story,2,5,1920,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,290,0,290,TA,438,0,438,0,0,1,0,1,1,Fa,3,0,NF,Detchd,1930.0,Unf,1,246,TA,N,0,0,NF,1,2009,60000
1101,61.0,9758,IR1,Inside,NAmes,Norm,1Story,5,5,1971,1971,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,412,251,950,TA,950,0,950,0,0,1,0,3,1,TA,5,0,NF,Detchd,1981.0,Unf,1,280,TA,Y,0,0,NF,7,2007,119500
1102,70.0,7000,Reg,Inside,NAmes,Norm,1Story,5,7,1960,2002,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,No,Rec,588,422,1010,Ex,1134,0,1134,0,0,1,0,2,1,TA,6,0,NF,Attchd,1960.0,RFn,1,254,TA,Y,0,16,MnWw,4,2007,135000
1103,79.0,8910,Reg,Corner,NAmes,Norm,1Story,6,6,1959,1959,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,655,0,655,Ex,1194,0,1194,0,1,1,0,3,1,TA,6,1,Fa,BuiltIn,1954.0,Fin,2,539,TA,Y,0,0,NF,7,2006,159500
1104,24.0,2016,Reg,Inside,BrDale,Norm,2Story,5,5,1970,1970,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,No,Unf,0,630,630,TA,630,672,1302,0,0,2,1,3,1,TA,6,0,NF,Detchd,1970.0,Unf,2,440,TA,Y,0,0,NF,4,2007,106000
1105,98.0,12256,IR1,Corner,NoRidge,Norm,2Story,8,5,1994,1995,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,Av,GLQ,1032,431,1463,Ex,1500,1122,2622,1,0,2,1,3,1,Gd,9,2,TA,Attchd,1994.0,RFn,2,712,TA,Y,186,32,NF,4,2010,325000
1106,114.0,10357,IR1,Corner,SawyerW,Feedr,1Story,7,5,1990,1991,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Mn,GLQ,738,172,910,Gd,1442,0,1442,1,0,2,0,3,1,Gd,6,1,TA,Attchd,1990.0,Fin,2,719,TA,Y,0,244,NF,5,2007,179900
1108,0.0,8063,Reg,Inside,Gilbert,Norm,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,924,924,Ex,948,742,1690,0,0,2,1,3,1,TA,7,1,TA,Attchd,2000.0,RFn,2,463,TA,Y,100,48,NF,11,2007,181000
1109,107.0,11362,IR1,Inside,NridgHt,Norm,1Story,8,5,2004,2005,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,Mn,GLQ,1039,797,1836,Ex,1836,0,1836,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,2004.0,Fin,3,862,TA,Y,125,185,NF,3,2009,280000
1110,0.0,8000,Reg,Inside,Gilbert,Norm,2Story,6,5,1995,1996,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,No,GLQ,219,554,773,Gd,773,885,1658,1,0,2,1,3,1,TA,8,1,TA,Attchd,1995.0,Fin,2,431,TA,Y,224,84,NF,6,2008,188000
1111,80.0,10480,Reg,Inside,NWAmes,Norm,2Story,7,6,1976,1976,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,No,ALQ,403,400,803,TA,1098,866,1964,0,0,2,1,4,1,TA,8,1,Gd,Attchd,1976.0,RFn,2,483,TA,Y,0,69,NF,9,2008,205000
1112,73.0,7100,IR1,Corner,NAmes,Norm,1Story,5,7,1957,1957,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,GLQ,708,108,816,TA,816,0,816,1,0,1,0,2,1,TA,5,0,NF,Detchd,1957.0,Unf,1,308,TA,Y,0,0,NF,7,2006,129900
1113,66.0,8923,Reg,Inside,NAmes,Norm,1Story,5,7,1953,2006,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,643,365,1008,Gd,1008,0,1008,1,0,1,0,2,1,Gd,6,0,NF,Attchd,1953.0,Unf,1,240,TA,Y,0,18,NF,5,2007,134500
1114,90.0,5400,Reg,Inside,OldTown,Norm,1Story,5,7,1954,2000,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Rec,415,418,833,Ex,833,0,833,0,0,1,0,2,1,Gd,4,0,NF,Detchd,1955.0,Unf,1,326,TA,Y,0,0,MnPrv,8,2006,117000
1115,93.0,12085,Reg,Inside,NridgHt,Norm,1Story,8,5,2007,2007,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,No,GLQ,1004,730,1734,Ex,1734,0,1734,1,0,2,0,3,1,Ex,7,1,Gd,Attchd,2007.0,RFn,3,928,TA,Y,0,0,NF,11,2007,318000
1116,0.0,7750,Reg,Inside,Gilbert,Norm,SLvl,8,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,353,55,408,Ex,779,640,1419,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2002.0,Fin,2,527,TA,Y,120,0,NF,3,2009,184100
1117,57.0,9764,IR1,FR2,Sawyer,Feedr,1Story,5,7,1967,2003,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,702,192,894,Ex,894,0,894,1,0,1,0,3,1,Gd,5,0,NF,Attchd,1967.0,RFn,2,450,TA,Y,0,0,NF,5,2008,130000
1118,85.0,13825,Reg,Inside,Sawyer,Norm,SLvl,5,6,1958,1987,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,533,533,TA,1021,580,1601,0,1,1,0,3,1,TA,6,0,NF,BuiltIn,1958.0,RFn,1,300,TA,Y,280,34,NF,12,2008,140000
1119,70.0,7560,Reg,Inside,NAmes,Norm,1Story,5,5,1959,1959,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,LwQ,369,671,1040,TA,1040,0,1040,0,0,1,0,3,1,TA,6,0,NF,Attchd,1959.0,RFn,1,286,TA,Y,140,0,GdWo,7,2006,133700
1120,59.0,8263,Reg,Inside,IDOTRR,Norm,1Story,6,5,1920,1950,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1012,1012,TA,1012,0,1012,0,0,1,0,2,1,TA,6,1,Gd,Detchd,1920.0,Unf,1,308,TA,Y,0,22,MnPrv,5,2007,118400
1121,84.0,10084,Reg,Inside,CollgCr,Norm,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,Av,GLQ,24,1528,1552,Ex,1552,0,1552,0,0,2,0,3,1,Gd,7,0,NF,Attchd,2005.0,RFn,3,782,TA,Y,144,20,NF,7,2006,212900
1122,0.0,8926,IR1,Corner,Edwards,Norm,1Story,4,3,1956,1956,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,No,Unf,0,672,672,Ex,960,0,960,0,0,1,0,3,1,TA,5,0,NF,Basment,1956.0,Unf,1,288,TA,Y,64,0,MnPrv,10,2009,112000
1123,50.0,9405,Reg,Inside,Edwards,Norm,1Story,5,9,1947,2008,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,No,Unf,0,698,698,Ex,698,0,698,0,1,1,0,2,1,TA,4,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,200,NF,6,2009,118000
1124,0.0,9125,IR1,Inside,Gilbert,Norm,SLvl,7,5,1992,1992,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,No,Unf,0,384,384,Gd,812,670,1482,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1992.0,Fin,2,392,TA,Y,100,25,NF,7,2007,163900
1125,60.0,10434,Reg,Inside,NAmes,Norm,1Story,4,5,1955,1955,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Unf,0,1005,1005,TA,1005,0,1005,0,0,1,0,2,1,Fa,5,1,TA,Detchd,1977.0,Unf,2,672,Fa,Y,0,0,NF,11,2009,115000
1126,53.0,3684,Reg,Inside,Blmngtn,Norm,1Story,7,5,2007,2007,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,No,Unf,0,1373,1373,Ex,1555,0,1555,0,0,2,0,2,1,Gd,7,1,TA,Attchd,2007.0,Fin,3,660,TA,Y,143,20,NF,6,2009,174000
1128,59.0,11796,IR1,Inside,Gilbert,Norm,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,847,847,Ex,847,1112,1959,0,0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,Y,100,48,NF,7,2007,215000
1129,60.0,7200,Reg,Inside,OldTown,Norm,SFoyer,5,5,1980,1980,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,Gd,GLQ,936,0,936,TA,936,0,936,1,0,1,0,2,1,TA,4,0,NF,Detchd,1980.0,Unf,2,672,TA,Y,49,0,NF,8,2007,140000
1130,65.0,7804,Reg,Inside,SWISU,Norm,1.5Fin,4,3,1928,1950,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,No,BLQ,622,500,1122,TA,1328,653,1981,1,0,2,0,4,1,Gd,7,2,TA,Detchd,1981.0,Unf,2,576,TA,Y,431,44,MnPrv,12,2009,135000
1131,63.0,10712,Reg,Inside,Mitchel,Norm,1Story,5,5,1991,1992,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,Mn,BLQ,212,762,974,TA,974,0,974,0,0,1,0,3,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,28,MnPrv,9,2007,93500
1132,90.0,9900,Reg,Inside,OldTown,Norm,2Story,6,4,1880,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,0,1008,1008,TA,1178,1032,2210,0,0,2,0,5,1,Fa,8,0,NF,Detchd,1930.0,Unf,1,205,TA,N,0,48,NF,5,2007,117500
1133,80.0,9828,IR1,Inside,SawyerW,Norm,2Story,8,5,1995,1995,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,584,544,1128,Ex,1142,878,2020,0,0,2,1,3,1,Gd,8,1,TA,Attchd,1995.0,RFn,2,466,TA,Y,0,155,NF,6,2009,239500
1134,57.0,8773,IR1,Inside,Gilbert,Norm,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Av,Unf,0,916,916,Gd,916,684,1600,0,0,2,1,3,1,TA,7,1,TA,Attchd,1997.0,Fin,2,460,TA,Y,100,38,NF,8,2007,169000
1135,60.0,6180,Reg,Corner,BrkSide,Norm,1Story,6,5,1926,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,960,960,TA,986,0,986,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1926.0,Unf,1,180,TA,Y,0,128,NF,5,2007,102000
1136,80.0,9600,Reg,Inside,NAmes,Norm,1.5Fin,6,5,1950,1950,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,280,752,1032,TA,1032,220,1252,0,0,1,0,3,1,TA,6,0,NF,Attchd,1950.0,Unf,1,288,TA,Y,0,0,NF,4,2008,119000
1137,54.0,6342,Reg,Inside,Sawyer,Feedr,1.5Fin,5,8,1875,1996,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,780,780,Gd,780,240,1020,0,0,1,0,2,1,TA,6,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,0,NF,5,2010,94000
1138,0.0,9819,IR1,Inside,Mitchel,Norm,1Story,6,5,1977,1977,Plywood,ImStucc,None,0.0,TA,TA,PConc,TA,Gd,ALQ,1567,0,1567,TA,1567,0,1567,1,0,2,0,2,1,Gd,5,2,TA,Attchd,1977.0,RFn,2,714,TA,Y,264,32,NF,5,2009,196000
1139,98.0,8731,IR1,Inside,BrkSide,Norm,1Story,5,5,1920,1950,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,No,BLQ,645,270,915,TA,1167,0,1167,0,0,1,0,3,1,TA,6,1,Gd,Detchd,1972.0,Unf,2,495,TA,Y,0,0,NF,5,2007,144000
1140,60.0,7350,Reg,Corner,NAmes,Norm,1Story,5,7,1951,1951,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,852,100,952,TA,952,0,952,1,0,1,0,2,1,TA,4,0,NF,Detchd,1988.0,Unf,2,840,TA,Y,0,0,NF,6,2008,139000
1141,0.0,10304,IR1,CulDSac,NWAmes,PosN,2Story,5,7,1976,1976,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,No,ALQ,381,399,780,Ex,1088,780,1868,1,0,2,1,4,1,Gd,9,1,TA,Attchd,1976.0,Unf,2,484,TA,Y,448,96,NF,10,2009,197500
1142,77.0,9965,Reg,Inside,CollgCr,Norm,2Story,8,5,2006,2007,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,Gd,GLQ,1150,316,1466,Ex,1466,1362,2828,1,0,3,0,4,1,Gd,11,1,TA,BuiltIn,2006.0,RFn,3,1052,TA,Y,125,144,NF,4,2007,424870
1143,0.0,9000,Reg,Inside,Sawyer,Norm,1Story,5,3,1959,1959,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,No,GLQ,288,718,1006,TA,1006,0,1006,0,0,1,0,3,1,TA,5,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,24,NF,7,2008,80000
1144,60.0,12180,Reg,Inside,Edwards,Norm,1.5Fin,4,4,1941,1950,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Gd,No,BLQ,348,324,672,Fa,672,252,924,1,0,1,0,2,1,Fa,5,0,NF,Detchd,1941.0,Unf,1,280,TA,Y,0,0,MnPrv,7,2010,80000
1145,52.0,6240,Reg,Inside,BrkSide,Norm,1.5Fin,5,6,1928,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1042,1042,Ex,1042,534,1576,0,0,1,0,3,1,TA,8,1,Gd,Detchd,1928.0,Unf,1,225,TA,Y,0,0,NF,8,2006,149000
1146,0.0,11200,Reg,Inside,SawyerW,Norm,1Story,6,5,1985,1985,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,No,GLQ,1258,40,1298,TA,1298,0,1298,1,0,2,0,3,1,Gd,5,1,TA,Attchd,1985.0,Unf,2,403,TA,Y,165,26,NF,5,2006,180000
1147,75.0,12000,Reg,Inside,Crawfor,Norm,2Story,7,7,1941,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,275,429,704,Ex,860,704,1564,0,0,1,1,3,1,Fa,7,1,Gd,Attchd,1941.0,Unf,1,234,TA,Y,0,0,NF,7,2009,174500
1148,0.0,5700,Reg,Inside,OldTown,Norm,1.5Fin,7,7,1926,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,0,572,572,TA,572,539,1111,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1982.0,Unf,1,288,TA,Y,0,0,NF,8,2008,116900
1149,50.0,9000,Reg,Inside,OldTown,Artery,2Story,7,9,1920,1988,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,No,ALQ,624,26,650,Ex,832,650,1482,0,1,1,0,3,1,TA,7,0,NF,Detchd,1930.0,Unf,2,324,TA,Y,0,0,NF,7,2009,143000
1150,57.0,8280,IR1,Inside,NAmes,Norm,1Story,6,5,1950,1950,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Unf,0,932,932,Ex,932,0,932,0,0,1,0,2,1,Gd,4,1,Gd,Attchd,1950.0,Unf,1,306,TA,Y,0,0,GdPrv,11,2007,124000
1151,134.0,17755,Reg,Inside,Edwards,Norm,1Story,5,4,1959,1959,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,No,BLQ,176,1290,1466,TA,1466,0,1466,0,0,1,1,3,1,Fa,6,2,Gd,Attchd,1959.0,Fin,2,528,TA,Y,0,140,NF,11,2006,149900
1152,90.0,14115,IR1,Inside,Crawfor,Norm,1Story,6,7,1956,2004,Stone,Stone,None,0.0,TA,TA,PConc,TA,No,ALQ,296,230,1073,Ex,1811,0,1811,0,0,1,0,2,1,Ex,6,1,Gd,Attchd,1956.0,Fin,2,470,TA,Y,0,0,NF,7,2006,230000
1153,0.0,5890,Reg,Corner,IDOTRR,Norm,1Story,6,8,1930,2007,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,Av,ALQ,538,278,816,Ex,816,0,816,0,0,1,0,2,1,TA,5,0,NF,Detchd,2002.0,Unf,1,432,TA,Y,0,0,NF,6,2008,120500
1154,0.0,13700,IR1,Inside,NAmes,Norm,2Story,7,6,1965,1988,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,Gd,ALQ,454,410,864,TA,902,918,1820,0,0,1,2,4,1,Gd,8,2,Gd,Attchd,1965.0,Unf,2,492,TA,Y,60,84,GdPrv,5,2008,201800
1155,90.0,10768,IR1,Corner,Veenker,Norm,1Story,5,8,1976,2004,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,Gd,ALQ,1157,280,1437,TA,1437,0,1437,1,0,2,0,3,1,Gd,6,1,Fa,Attchd,1976.0,RFn,2,528,TA,Y,0,21,NF,7,2007,218000
1156,85.0,9350,Reg,Inside,NAmes,Norm,SLvl,5,8,1965,1999,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,Gd,ALQ,633,586,1219,Gd,1265,0,1265,0,1,2,0,3,1,Gd,6,1,Gd,Attchd,1965.0,RFn,2,502,TA,Y,0,92,MnPrv,10,2008,179900
1157,34.0,5001,IR1,Inside,NridgHt,Norm,1Story,7,5,2007,2008,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,No,GLQ,904,410,1314,Ex,1314,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2008.0,RFn,2,626,TA,Y,172,62,NF,7,2009,230000
1158,92.0,11932,Reg,FR2,Somerst,Feedr,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,No,Unf,0,1580,1580,Ex,1580,0,1580,0,0,2,0,3,1,Gd,7,0,NF,Attchd,2008.0,RFn,3,830,TA,Y,0,24,NF,6,2008,235128
1159,76.0,9120,Reg,Inside,NWAmes,Norm,2Story,6,6,1974,1974,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,No,ALQ,442,459,901,TA,943,933,1876,0,0,2,1,4,1,Gd,8,1,TA,Attchd,1974.0,RFn,2,540,TA,Y,0,69,NF,7,2008,185000
1160,24.0,2280,Reg,Inside,NPkVill,Norm,2Story,6,5,1978,1978,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,No,ALQ,311,544,855,Fa,855,601,1456,0,0,2,1,3,1,TA,7,1,TA,Attchd,1978.0,Unf,2,440,TA,Y,26,0,NF,7,2010,146000
1161,0.0,14778,IR1,CulDSac,Crawfor,PosN,1Story,6,7,1954,2006,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,No,BLQ,728,568,1296,Ex,1640,0,1640,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,1993.0,Unf,2,924,TA,Y,108,0,NF,11,2008,224000
1162,109.0,8724,Reg,Inside,Sawyer,Norm,1Story,5,5,1968,1968,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,No,BLQ,492,402,894,Gd,894,0,894,0,0,1,0,3,1,TA,5,1,Po,Attchd,1968.0,Fin,2,450,TA,Y,0,0,NF,5,2007,129000
1163,60.0,12900,Reg,Inside,Sawyer,Feedr,SFoyer,4,4,1969,1969,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Av,GLQ,1198,0,1198,TA,1258,0,1258,2,0,0,2,0,2,TA,6,0,NF,CarPort,1969.0,Unf,2,400,TA,Y,120,0,NF,1,2008,108959
1164,0.0,16157,IR1,FR2,Veenker,Feedr,SLvl,5,7,1978,1978,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,Gd,ALQ,680,289,1360,Ex,1432,0,1432,1,0,1,1,2,1,Gd,5,1,TA,Attchd,1978.0,Unf,2,588,TA,Y,168,180,NF,6,2007,194000
1165,79.0,9541,IR1,Inside,NridgHt,Norm,1Story,7,5,2009,2009,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,No,Unf,0,1502,1502,Ex,1502,0,1502,0,0,2,0,3,1,Gd,7,0,NF,Attchd,2009.0,RFn,2,644,TA,Y,0,114,NF,9,2009,233170
1166,64.0,10475,IR1,Corner,CollgCr,Norm,1Story,8,5,2008,2008,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,Av,Unf,0,1694,1694,Ex,1694,0,1694,0,0,2,0,3,1,Gd,7,0,NF,Attchd,2008.0,RFn,3,776,TA,Y,160,33,NF,2,2010,245350
1167,58.0,10852,IR1,Inside,Gilbert,RRAn,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,786,173,959,Ex,959,712,1671,1,0,2,1,3,1,TA,7,1,TA,Attchd,2000.0,Fin,2,472,TA,Y,0,38,NF,2,2006,173000
1168,120.0,13728,Reg,Corner,Edwards,Norm,2Story,6,7,1935,1986,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,No,Rec,626,501,1127,Ex,1236,872,2108,0,0,2,0,4,1,Gd,7,2,TA,Basment,1935.0,Unf,2,540,TA,Y,0,0,NF,7,2008,235000
1170,76.0,9880,Reg,Inside,Mitchel,Norm,SLvl,6,6,1977,1977,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Av,ALQ,522,574,1096,TA,1118,0,1118,1,0,1,0,3,1,TA,6,1,Po,Attchd,1977.0,Fin,1,358,TA,Y,203,0,GdPrv,7,2008,171000
1171,76.0,9120,Reg,Inside,NAmes,Norm,1Story,6,6,1958,1958,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,662,599,1261,Ex,1261,0,1261,1,0,1,0,3,1,TA,6,1,TA,Attchd,1958.0,RFn,2,433,TA,Y,0,0,NF,11,2008,163000
1172,35.0,4017,IR1,Inside,Somerst,Norm,2Story,7,5,2006,2007,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,625,625,Ex,625,625,1250,0,0,2,1,2,1,Gd,5,0,NF,Detchd,2006.0,Fin,2,625,TA,Y,0,54,NF,3,2008,171900
1174,80.0,16560,IR1,Inside,Crawfor,Norm,2Story,6,8,1932,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,No,Rec,503,449,952,TA,1170,1175,2345,0,0,2,1,4,1,TA,9,1,Gd,Detchd,1932.0,Unf,2,360,TA,Y,0,0,NF,7,2006,239000
1175,85.0,10678,Reg,Inside,NoRidge,Norm,1.5Fin,8,5,1992,2000,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,No,GLQ,700,983,1683,Ex,2129,743,2872,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1992.0,Fin,2,541,TA,Y,0,33,NF,4,2007,285000
1176,37.0,6951,IR1,CulDSac,Mitchel,Norm,1Story,5,5,1984,1985,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,658,218,876,TA,923,0,923,1,0,1,0,3,1,TA,5,0,NF,Attchd,1984.0,Unf,1,264,TA,Y,362,0,MnPrv,10,2008,119500
1177,0.0,3950,Reg,Inside,OldTown,Artery,1.5Fin,6,8,1926,2004,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,468,350,818,TA,818,406,1224,0,0,1,0,3,1,TA,5,0,NF,Detchd,1926.0,Unf,1,210,TA,N,0,0,NF,12,2009,115000
